text,sentiment
-Fransförlängning singelfransar. -Supertrevlig tjej vid namn JoAnn som var både duktig och härlig som person. Mina fransar blev väldigt fina och har suttit kvar bra. Väldigt nöjd och skulle gärna rekommendera!,positive
Bilarna har dolda fel och garantin som köptes till täcker inte slangar och dyl. Hela affären kändes som en blåsning. Efter att betalat för att åtgärda fel som service garantin inte täckte. Så ville jag sälja bilen. Som knappt körts mer än 70mil. Fick erbjudande från Riddermark 37.000kr för en bil jag köpte av dom för 7månader sedan för 78.900kr Det finns inget som riktigt ger nån positiv eller seriös intryck verken fordonet eller företaget. Det gäller enbart en sak. Sälja dig grisen med glitter och du får lära dig läxan dyra vägen. ,negative
"Tack för att Ni stödjer Barncancer Fonden. Jag har bara rosor att strö över Louise Labero, med varm o fast hand utför hon sin behandling, har härliga produkter. Hon har även ett behagligt sätt att konversera på, vilket har stor betydelse. jag är helt nöjd med mina behandlingar, kommer att göra återbesök. Är nöjd med mina produkter jag införskaffade. Hälsningar Ulla",positive
Sämsta leverans företaget jag stött på! ALDRIG MER! Skickar sms att det är leverans problem samma dag paketet ska levereras -flera dagar i följd?! Man får vänta dagar på att få sitt paket man redan betalat för och varje dag får man besked att NU ska vi leverera men några timmar senare får man nytt sms att det inte blir någon leverans.Nej tacka vet jag budbee som jag av slarv i min beställning inte kryssade i som första hands väl.,negative
"Bemötande och behandling var otroligt proffsigt,  sååå nöjd. Kan varmt rekommendera den här salongen.",positive
"Kundmottagaren stressad,fel prisuppgift lämnad.Ena dagen kostnad 2100:- .När bilen skulle hämtas blev plötsligt kostnaden 7200:-. Slarv o nonchalans i allra högsta grad.Aldrig mer denna verkstad.",negative
Trevlig frågande och lyssnande om man hade något speciellt på hjärtat Speciellt jag som gjorde allt per telefon o mail då jag arbetade i en annan stad,positive
"Har mäklare ingen moral längre? De har ljugit oss rakt i ansiktet vid flertalet tillfällen! Vi har åkt upp till Kläppen och haft inbokade visningar då vi fått reda på, när vi redan är på plats, att objekten redan har blivit sålda! Fick erbjudande att få se på liknande objekt som vi skulle få första chans att köpa. Under tiden vi köpslår med säljaren, genom en mäklare, så visar en annan mäklare samma objekt! Helt plötsligt är vi indragna i en budgivning där vi blivit lovade att vara ensamma om att få köpa objektet... Tidigare i år var vi intresserade av ett annat objekt. Ringde och pratade med mäklaren och anmälde vårt intresse. Budgivningen hade inte börjat och vi bestämde en dag och tid för visning ca 2 veckor fram i tiden. Några dagar senare såg jag att objektet hade plockas bort från nätet och redan blivit sålt!?! Efter en dryg vecka ringer hon min man och meddelar att objektet redan är sålt och avbokar vår visningstid... I och med att det är 50 mil att köra för oss så måste vi ha någonstans att övernatta när vi är där. Detta måste bokas och betalas i förskott! Dvs vi ""kastade pengarna i sjön"" för objekt vi inte ens hann se... Jag rekommenderar INTE dessa mäklare!",negative
"En nu och en lagad persienn. Trevligt bemötande vi måttbeställning. Personen som utförde arbetet var snabb, trevlig och duktig.",positive
"Tyvärr oengagerad och slarvig. Jag fick sitta och skriva om och rätta stavfel i annonstexten, det var allmänt dålig återkoppling och uppföljning från kontoret, bland annat fick jag själv höra mig för om tider för överlämning av nycklar mm. Jag skulle också få en kallelse för deklarationshjälp under januari månad och fick till slut skriva till mäklaren och påminna honom i början av februari, bara några dagar innan fyllnadsinbetalningen skulle vara inne till skatteverket. Symtomatiskt nog satte de upp mäklarskylten upp och ner utanför kvarterets infart och sedan den glömdes den kvar i flera veckor...  För allt detta togs arvode 73000:-, det är rent ocker.  Sök er bort från dessa skojare. ",negative
"Trevligt bemötande, avslappnat men proffsiga. Har endast köpt klippning.",positive
Fått felbehandling samt kränkande bemötande. Gå dit på egen risk.,negative
Grön Gåva har många bra produkter till bra priser! Jag är mycket nöjd som kund och kommer definitivt att beställa flera saker snart. Frakten var snabb och smidig och jag hade inga problem alls!,positive
Vid tillfället otrevlig personal,negative
"Mycket fint bemötande. God mat, toppen service, fin utsikt. Rekommenderas!",positive
"Under våren 2007 var denna firma hemma hos mig för att räkna på ett pannbyte. De lovade återkomma med en offert efter ca 2 veckor. Dessa 2 veckor gick, det gick 3, 4 veckor, ingen offert. Jag kontaktade dem och han som var hemma lovade att jag skulle få en offert. Det hände ingenting. Efter 2 månader hade jag tecknat kontrakt med en annan firma för pannbyte. Jag tycker det är nonchalant att bemöta eventuella kunder på detta viset. Om firman nu tyckte att detta jobb var för litet kunde de väl sagt direkt att vi har inte möjlighet att göra det, eller att de inte var intresserade, men att bara strunta i mig som kund ger inte många poäng.  Kommer inte att rekommendera dem till vänner och bekanta ",negative
"Vi renoverade ett litet badrum och det funkade jättebra. Snyggt och proffsigt utfört. Projektet blev försenat, men det berodde på en leverantör av duschvägg som inte skickade det de skulle. Alex svarade alltid snabbt om vi hade frågor eller synpunkter.",positive
jag tycker att det är bra för vissa som kan mycket sedan tidigare!,negative
"ServiceFinder är en utmärkt affärspartner som bidrar till att på ett effektivt sätt nå ut till nya kunder. Vi är mycket nöjda med de tjänster de tillhandahåller. Alexander Renman, säljare på ServiceFinder, är suverän i sitt sätt att serva oss som kund och har genom en mycket hög servicenivå kombinerad med idérikedom och flexibilitet på alla sätt bidragit till de vi förväntar oss av en seriös samarbetspartner.",positive
"Jag sökte hjälp pga min ischias smärta. Det blev en ganska obehaglig behandling med nålar som resulterade i att jag hade svårt att gå i två dagar. Svaret blev att smärtan inte kom från ryggen och skulle avhjälpas efter tre behandlingar. Jag vågade mig inte tillbaka. Efter en undersökning visade det sig att jag har en cysta på ryggraden som är orsaken till smärtan. Det blev en dyr, smärtsam behandling till ingen nytta!",negative
Allt fungerade jättebra och jag har inget att klaga på!,positive
"En riktigt, riktigt dålig verkstad. Tog dem 1,5 månader att byta bromsar. Inga ursäkter, ingen kompensation. Ingen lånebil.  Att bilen lämnades ut TVÅ gånger utan fungerande bromsar (livsfarligt?) verkar inte bekomma personalen alls. ",negative
Vi är nöjda och tycker att mäklaren gjorde ett bra jobb.,positive
"Mycket dålig service, otrevlig och elak personal. Jag hade aldrig varit så illa behandlad.",negative
Utmärkt! Snabbt arbetat och proffsigt bemötande.,positive
"Jag är verkligen inte nöjd med mitt besök på Mekonomen i Ängelholm, varken med bemötandet eller med resultatet av arbetet. Jag hade fått ett erbjudande om kontroll och påfyllning av AC till ett kampanjpris. Besöket började med en lättare utskällning för att jag tillfälligt ställde bilen utanför verkstadsinfarten för att kunna ställa en fråga om var jag skulle vända mig. Det fortsatte med spydiga kommentarer om att jag ju kunde om jag ville, när jag följt deras tillrättavisanden. Vid inlämnandet ombads jag beskriva hur jag upplevde felet på min AC och hur länge det varit så. Jag svarade att den var ur funktion sedan ett par år, varvid mekanikern/bilmottagaren replikerade att han då visste att det inte skulle gå att fylla AC:n utan föregående kontroll och reparation. Jag valde då att avsluta min beställning och började gå därifrån, eftersom jag var ointresserad av att lägga några pengar på reparation. Jag övertalades då att ändå chansa på att den skulle hålla och informerades om att det trots allt mycket väl skulle kunna fungera. När jag hämtade bilen hade ingen fyllning kunnat göras, men man var oförmögen att beskriva anledningen, dvs vad det var för fel/skada. Jag fick därför ett reducerat/halverat pris från 1295 till 650. Jag var absolut inte nöjd!!!",negative
Jag har köpt o bytt däck hos Kenneths däck i över 15 år och har aldrig blivit besviken.Bra priser o trevlig personal,positive
"Bemötandet från personalen är överlägset och med en besserwisser- attityd. Som jag upplever det en ""kunden har alltid fel"" attityd. Priserna är dessutom höga. Dom utför alla rutinmässiga uppgifter enligt mina förväntningar såsom att byta olja, fylla på spolarvätska och smörja gångjärn. När det kommer till felsökning har dom noll koll och dom försöker att dumförklara mig som kund och hävda att nya missljud beror på mig och inte kan härledas till fabriksfel. Enda anledningen till att jag använder denna verkstad är logistik och för att få stämplar i servicehandboken.",negative
Köpte 2 par glasögon. Mycket nöjd med hjälpen jag fick med val av bågar och utprovning,positive
"Jag och min man köpte ett hus via Magnus oktober 2019. Huset var inte besiktigat så Magnus lade in en besiktningsklausul i avtalet där det framgick att vi som köpare har rätt att låta köpet gå åter vid skador som överstiger 91 000 kr. Problemet med den klausulen är att det är så  diffust skrivet att det går att tolka samtidigt som det binder köparna till att vara tvungna att fullfölja köpet. Efter samtal med mäklarbyråns jurist menar han själv att Magnus gjort fel som använt den typen av avtal, då man slutade göra det ca 10 år sedan pga den mängd tvisten som uppstod pga den. Huset visade sig ha stora fukt- och mögelskador som mäklaren och säljaren inte informerade oss om, efter en vidare teknisk utredning och offerter från flera etablerade företag visade sig att kostnaderna kommer att landa på minimum 250 000 kr. Min man och jag krävde därför att köpet skulle gå åter. Detta accepterade inte säljarna och vi hamnade i en tvist. Magnus valde att dra sig ur helt och samtidigt behålla vår handpenning på 820 000 kr under hela tvisten. Tvisten tog ett helt år, kostade massvis med pengar och oändlig energi.  NU, ett år senare, kom vi äntligen överens med säljarna om att köpet skulle gå åter. Båda parters ombud skriver till Magnus med förlikningsavtalet och förklarar att köpet gått åter och att han behöver föra över handpenningen till oss. Gissa vad Magnus gör då? Han väljer att strunta i det och vägrar nu att betala ut vår handpenning då han vill ha sin provision för huset han sålt. Provisionen betalas ut av säljarna vid fullföljande av köp, detta köp blev aldrig fullföljt. Nu har vi skickat in en stämningsansökan för Magnus och inväntar tid i rättegång, och våra pengar är FORTFARANDE låsta.  Vill ni köpa eller sälja, för ert eget bästa, VÄLJ INTE DENNA MÄKLARBYRÅ och välj INTE Magnus Cederbom som er mäklare. Han är har förstört våra liv i ett år och har mage att i slutet begära hans provision från helt fel part. Vi vet inte hur detta kommer sluta men jag hoppas innerligt för alla de som redan blivit lurade av honom tidigare och som potentiellt kan bli lurade i framtiden att han inte får arbeta på detta viset något mer. Han är anmäld till FMI så vi hoppas verkligen han får en påföljd för detta extremt inhumana och oprofessionella beteende. Det här är den värsta upplevelsen i mitt liv, en mardröm!! ",negative
